"idx","calories","carb","category","cholesterol","content","fat","img","n_size","name","protein","sat_fat","size","sodium","sugar","trans_fat","where"
"2242","140kcal","""1,030mg""","레토르트/간편식 > 탕국찌개류","40mg","""<나주>의 맛을 한 그릇에 담다- 쇠고기 양지살을 정성껏 우려내어 맑고 깊은 맛이 특징인 나주식 곰탕의 맛을 그대로 살렸습니다.- 편으로 썬 양지와 찢은 양지 그리고 볼살을 넣어 고기의 다채로운 식감과 맛을 더했습니다.* 쇠고기곰탕을 더 맛있게 즐기는 방법1. 담백하고 깔끔하게: 깨(1/5t)와 파(15g)를 넣어 드세요.2. 칼칼하고 개운하게: 고춧가루(1/5t)를 넣거나 깍두기 국물을 넣어 드세요.3. 푸짐하고 든든하게: 찬물에 30분 이상 불린(뜨거운물 10분 이상) 당면 30g을 같이 끓인 후, 계란지단(20g)을 올려드세요""","6g","https://ottogi.co.kr/pds/product/2022-06-24_506412547[3].jpg","500g","나주식 쇠고기곰탕","3g","0.5 미만g","500g","19g","3g","2.2g","""정제수, 쇠고기(소볼살:호주산), 쇠고기(양지:뉴질랜드산), 양지국물농축액[양지농축액(쇠고기:국산)], 마늘, 대파, 파엑기스,정제소금, 향미증진제, 효모추출물, 후추분"""
"1358","395kcal","780mg","냉장/냉동식품 > 냉동밥","40mg","""Frozen Chicken Breast Fried Rice, with great chicken texture.\n1. Plenty of eggs, plenty of nutrients!\n2. OTTOGI Frozen Fried Rice is the epitome of the 40 years of OTTOGI‘s know-how in freezing, and is produced by OTTOGI Frozen Food subsidiary.\n3. 3 minutes on a stove or 4 minutes in a microwave oven (700W) is enough to serve 1.\n4. Individually packed to serve 1 provides easy storage and easy preparation.\n5. The original taste is preserved through direct roasting and individual  quick freezing.""","10g","https://ottogi.co.kr/pds/product/l_41.jpg","Per Serving (225g)","FORZEN CHICKEN BREAST FRIED RICE","g","0g","450g(225g x 2)","13g","63g","2.4g","""RICE(KOREA),CHICKEN BREAST 14.9%(KOREA),SCRAMBLED EGGS 14.9%[EGG(KOREA 61%,USA 39%),VEGETABLE OIL(IMPORTED),MODIFIED STARCH,CORN STARCH,SUGAR],ONION,GREEN ONION,GREEN PIMENTO,CARROT,RED PIMENTO,CANOLA OIL,ROASTED ONION OIL,GARLIC,CHICKEN POWDER,SAKE,GOLD MAYONNAISE,SALT,BONITO EXTRACT,SUGAR,BLACK PEPPER POWDER,FLAVOR ENHANCER"""
"1354","305kcal","600mg","라면류 > 진짜장","0mg","1. Chewy and waxy thick (3mm) noodles!\n2. Liquid soup Bringing your favorite Chinese restaurant into your house.\n3. Temperature & humidity resistant smart green cup.","11g","https://ottogi.co.kr/pds/product/jin70l.jpg","Per Serving(1EA)(70g)","JIN JJAJANG RAMEN CUP 70G","4g","0g","70g","6g","45g","5g",""
"1102","350kcal","1300mg","면류 > 국수","0mg","1. Relatively large noodles with rich and taste and chewy texture.","0.7g","https://ottogi.co.kr/pds/product/J03.jpg","Per Serving 100g","WHEAT NOODLE (REGULAR ROUND)","3g","0g","""500g, 900g, 1.5kg, 2.5kg, 3kg""","10g","76g","0g",""
"1575","345kcal","1920mg","라면류 > LL면","10mg","""1. 바지락, 미더덕, 새우, 홉합 등을 이용한 풍부한 해물맛으로 국물의 깊고 시원한 맛이 일품입니다.  2. 엄선된 밀가루를 사용하여 면발이 매끄럽고 쫄깃합니다.  3. 면을 기름에 튀기지 않아 맛이 담백합니다.  4. 동결건조시킨 청양고추분말을 이용한 다대기양념스프가 있어 매운맛을 기호에 따라 즐기실 수 있습니다.  5. 상온에서 5개월 보존 가능합니다.""","1g","https://ottogi.co.kr/pds/product/prod_img12_03_03.jpg","Per Serving 230g","FRESH CHOPPED NOODLES (SEAFOOD)","2g","0g","230g","12g","72g","0g",""
"1256","190kcal","1.02mg","레토르트/간편식 > 3분","0.005mg","""OTTOGI RETORT BEEF GAN JJAJANG is a harmony of direct-roasted black bean paste, onion, and beef, providing a rich and deep taste.""","8g","https://ottogi.co.kr/pds/product/B21.jpg","Per Serving 200g","RETORT BEEF GAN JJAJANG","9g","0g","200g(Serves1)","6g","23g","1.9g","""WATER,ONION(CHINA),POTATO(USA:POTATO,ACIDITY REGULATOR(POTASSIUM CARBONATE,SODIUM POLYPHOSPHATE)),BLACK BEAN PASTE[WHEAT FLOUR,SOYBEAN,SALT,CARAMEL POWDER(NATURAL COLORANT),SPIRIT],BEEF 3%(NEW ZEALAND),CANOLA OIL,SUGAR,MIXED FORMULATION(MODIFIED STARCH,SUGAR,DEXTRIN),VEGETABLE FLAVORED OIL,TEXTURED SOY PROTEIN,HYDROLIZED VEGETABLE PROTEIN,GARLIC,OYSTER SAUCE,ROASTED ONION CHIP,CALCIUM(EGG SHELL),SPICES(RED PEPPER,GARLIC,ONION,GREEN ONION,GINGER),JJAJANG SEASONING POWDER(BLACK BEAN PASTE,CARAMEL,SALT),TUNA SOY SAUCE POWDER,BEEF BONE EXTRACT,OTTOGI BEEF SEASONING,FLAVOR ENHANCER,CARAMEL POWDER(NATURAL COLORANT)\n[CONTAINS EGG,SOYBEAN,WHEAT,PORK,CHICKEN,BEEF,CLAM(OYSTER)]\n- This product is produced by a manufacturing facilities producing products containing milk, shrimp, tomato, walnut, squid, shellfish (abalone, mussel)."""
"1608","460kcal","1040mg","곡류가공식품 > 오뚜기밥","5mg","1. 올리브유로 볶은 양파와 마늘에 향긋한 카레분과 쇠고기 등 푸짐한 원료가 잘 어우러진 맛이 일품입니다.  2. 밥 용기에 소스만 부어서 전자레인지에 바로 데울 수 있으므로 매우 편리합니다.","6g","https://ottogi.co.kr/pds/product/olivecurry_big.jpg","Per Serving 340g","CURRY COOKED RICE","2g","0g","340g","16g","86g","2g",""
"1870","515kcal","1730mg","라면류 > 굴진짬뽕","5mg","쫄깃하고 부드러운 면에 진한 굴향이 가득한 굴진짬뽕1) 진~한 굴향을 그대로 느낄 수 있는 액체스프!2) 고급스러운 굴진짬뽕의 완성!! 유성스프3) 굴짬뽕에 어울리는 8가지 풍부한 건더기!4) 국물 베임성이 좋은 찰진 식감의 면발!","17g","https://ottogi.co.kr/pds/product/2022-05-16_106881874[29].jpg","","굴진짬뽕","4g","0g","""130g,520g(130gX4)""","10g","81g","8g","""면: 소맥분(밀:미국산,호주산), 변성전분, 팜유(말레이시아산), 감자전분(외국산:덴마크,프랑스,독일 등), 글루텐,정제소금, 난각분말, 면류첨가알칼리제(산도조절제), 조미마늘엑기스, 굴엑기스(굴:국산), 구아검, 알긴산나트륨, 셀룰로스검, 녹차풍미유,비타민B2.스프류: 굴짬뽕양념농축액, 굴엑기스(굴:국산), 해물야채볶음소스, 정제수, 감칠맛베이스, 볶음야채풍미유, 덱스트린, 청양초양념분말, 진한감칠맛분, 설탕, 마늘, 굴엑기스분말 (굴:국산), 닭육수분말, 향미증진제, 정제소금, 닭육수농축액, 웍풍미소스, 대파풍미유, 후추분말, 짬뽕향미유, 건청경채, 건양배추, 굴맛조미후레이크, 건당근, 오징어조미후레이크,건목이버섯,건파,건고추입자.[밀,대두,계란,우유,쇠고기,돼지고기,닭고기,오징어,게,조개류(굴,홍합 포함) 함유]- 이 제품은 메밀, 토마토, 새우, 고등어, 땅콩 성분을 사용한 제품과 같은 제조시설에서 제조하고 있습니다"""
"1348","120kcal","930mg","라면류 > 컵누들","0mg","Spicy and clear kimchi soup with chewy noodles!\n2 minutes in boiling water is enough for you to serve a kimchi janchiguksu.\nOnly 120kcal! no problem with your diet!\nNon-fried rich noodles.\nKimchi flakes made from Korean Kimchi.","1.1g","https://ottogi.co.kr/pds/product/20150709_2.jpg","Per Serving(1EA)(41g)","CUP NOODLE KIMCHI JANCHIGUKSU","3g","0g","41g","4g","24g","0g","""NOODLE BLOCK - WHEAT NOODLE 58%[WHEAT FLOUR(WHEAT:AUSTRALIA,USA),LIQUID EGG WHITE(KOREA),SALT,WHEAT GLUTEN],DEXTRIN,SALT(KOREA)\nLIQUID SOUP- KIMCHI STEW BASE 11%[MEAT STOCK EXTRACT(PORK BONE:KOREA,GARLIC:CHINA),CONCENTRATE SOLUTION 25%[KIMCHI SOLUTION(PICKLED KOREAN CABBAGE:KOREA,RED PEPPER POWDER:KOREA)],DEXTRIN,FLAVOR ENHANCER,GARLIC(KOREA)],KIMCHI SOLUTIONKOREA,GARLIC:KOREA) FILTRATION 100%],SALT,BEEF EXTRACT POWDER,RED PEPPER SEED POWDER,GARLIC,TASTE BASE,KIMCHI NOODLE BASE,KIMCHI NOODLE SEASONING,FLAVOR ENHANCER,BLACK PEPPER POWDER,GINGER POWDER,DISODIUM SUCCINATE,OLEORESIN ROSEMARY\nSOUP BLOCK - DEHYDRATED KIMCHI,DEHYDRATED LEEK,DEHYDRATED KIMCHI 85.7%(PICKLED KOREAN CABBAGE:KOREA,GARLIC:KOREA)\n[CONTAINS EGG,WHEAT,SOYBEAN,MILK,PORK,BEEF]"""
"2477","365kcal","10mg","면류 > 파스타","0mg","'- 100% 토스카나산 듀럼밀 세몰리나 (공통 문구)- 표면이 거칠어 소스를 잘 흡수하는 브론즈면- 엄격한 원산지 이력관리","1.9g","https://ottogi.co.kr/pds/product/2023-02-09_510870856[7].jpg","100G","파스타토스카나_유기농_펜네 500G","1g","0g","500G","12g","76g","0.8g","유기농 듀럼밀 세몰리나 100%"
"2032","620kcal","400mg","조미소스/식품 > 상온드레싱","40mg","""- 마늘의 민족에게 걸맞는 깊고 풍부한 프로방스식 갈릭 소스!- 풍부하고 진한 마늘과 겨자씨가 톡톡 씹히는 즐거움이 가득한 유화형 소스!- 샌드위치, 튀김, 빵, 치킨, 새우 등 다양하게 활용되며, 특히 갈릭 아이올리소스의 알싸한 마늘향이 느끼함을 잡아주어 각종 튀김류와 잘 어울림.""","66g","https://ottogi.co.kr/pds/product/2019-11-08_613161223[1].jpg","100g당 605kcal","갈릭아이올리소스","3g","0.5g","240g","1g","6g","11g","""식물성유지[외국산(아르헨티나,미국,중국 등)], 정제수, 발효식초, 마늘2.5%(국산), 마늘엑기스2.5%(마늘69.5%:중국산),난황액, 설탕, 구운마늘분0.8%, 홀그레인머스타드, 정제소금, 정제포도당, 타마린드검, 천연향료(마늘), 향미유, 식물성분해단백, 잔탄검, 젤란검, 효소제제"""
"371","220kcal","610mg","레토르트/간편식 > 용기죽","mg","1. 진한 단호박과 쫀득한 새알심의 단호박죽 2. 단호박이 풍부하여 더욱 달콤하고 맛있는 죽!3. 쫀득한 새알심(떡)이 들어있어 더욱 맛있는 오뚜기 단호박죽!","1.5g","https://ottogi.co.kr/pds/product/5_l1.jpg","총 내용량 285g","단호박죽","23g","0g","285g","3g","48g","0.5g","""정제수,단호박(중국산),호박(국산),설탕,새알심[쌀가루(쌀:국산),소맥전분(리투아니아산)],혼합제제(변성전분,설탕,덱스트린),찹쌀가루,쌀가루,정제소금,난각분말"""
"1858","540kcal","920mg","조미소스/식품 > 마요네스","45mg","""알싸하게 매콤한 와사비와 고소한 마요네스의 만남!마른 안주류, 각종 스낵류, 튀김요리, 참치김밥 등에 곁들여뒷 맛이 깔끔한 매콤함을 즐겨보세요.""","57g","https://ottogi.co.kr/pds/product/2020-06-02_551699829[3].jpg","100g당","와사비마요네스","7g","0.6g","310g","0g","7g","11g","""식물성유지[외국산(아르헨티나,미국,중국 등)],정제수,설탕,발효식초,난황액[난황(계란:국산),정제소금(국산)],정제소금(국산),향미유1,와사비분[서양고추냉이분(중국산),고추냉이분(인도네시아산)],변성전분,구연산,향미유2,홍화황색소,효소처리스테비아,잔탄검,치자청색소"""
"1839","380kcal","650mg","냉장/냉동식품 > 냉동피자","35mg","부드러운 로제소스와 고소한 큐빅 감자가 어우러진 맛!숙성된 도우와 자연치즈가 잘 어우러진 떠먹는 피자!","19g","https://ottogi.co.kr/pds/product/2018-01-29_844858629[15].jpg","150g","떠먹는 컵피자 포테이토","4g","0.5g","150g","15g","37g","7g","""피자크러스트(네덜라드산:밀가루, 식물성유지, 설탕, 효모, 정제소금), 피자치즈[모짜렐라치즈(외국산), 고다치즈(외국산), 분말셀룰로스], 로제피자소스[마요네즈(식물성유지:외국산), 토마토페이스트(중국산), 기타과당, 양파, 포도당], 스킨온 해쉬브라운12.12%(미국산:감자96%, 식물성유지, 산도조절제, 포도당), 정제수, 양파, 옥수수, 불고기탑핑, 베이컨스타일토핑"""
"1759","385kcal","1280mg","식용유지 > 마아가린","50mg","""1. Applicable for bread spread, bread toasts, and as a home baking ingredient.\n2. Contains half of the calories contained in ordinary butter.\n3. Excellent match with breads including berries such as blue berries, cranberries, or raisins.\n\n* Ordinary Butter: RDA Standard ‘Food Composition Table Rev.8 (2011)\n\nCold Storage (0 - 10℃).""","42g","https://ottogi.co.kr/pds/product/s_61.jpg","Per 100g","1/2 BUTTERINE","1g","0g","180g","g","2g","17g","""WATER,SUNFLOWER OIL(IMPORTED),PROCESSED BUTTER 20%(NETHERLANDS:MILK FAT 79%,HYDROGENATED COCONUT OIL,SOLID WHOLE MILK),SALT(KOREA),GLYCERIN FATTY ACID ESTER,MILK CREAM POWDER,MIXED FORMULATION(GLYCERIN FATTY ACID ESTER,VITAMIN-E),SPIRIT,FAT & OIL CONTAINING OMEGA-3 FATTY ACID,LECITHIN,FLAVOR(BUTTER),D-TOCOPHEROL(MIXTURE),MIXED FORMULATION(SUNFLOWER OIL,ANNATO EXTRACT,TURMERIC OLEORESIN),MIXED FORMULATION(VITAMIN-A PLAMITATE,SUNFLOWER OIL,DL-α-TOCOPHEROL),VITAMIN-B1 DILAURYL SULFATE,CITRIC ACID,MIXED FORMULATION(GLYCERIN FATTY ACID ESTER,VITAMIN-D3,DL-α-TOCOPHEROL)"""
"2338","305kcal","580mg","레토르트/간편식 > 리조또","40mg","4가지 치즈의 깊고 진한 풍미 가득!4가지 치즈로 만든 진한 소스로풍미가 입안 가득 맴도는 리조또","17g","https://ottogi.co.kr/pds/product/2021-12-30_569022834[5].jpg","총 내용량 250g","프레스코 콰트로치즈 리조또","1g","0.5g","250g","8g","30g","11g","""정제수, 진한요리크림(프랑스산: 유크림, 유화제, 변성전분, 펙틴, 카라기난), 찹쌀(국산), 멥쌀(국산), 곤약, 귀리, 혼합제제(변성전분, 덱스트린), 현미, 고다치즈파우더, 버터, 그레이티드 파마산치즈, 치즈분말, 크림치즈, 까망베르치즈파우더, 난황액, 닭육수농축액, 혼합제제(변성전분, 감자단백질, 제이인산나트륨, 글리세린에스테르, 잔탄검), 에멘탈치즈파우더, 혼합제제(글리세린에스테르, 알코올), 닭고기조미분말, 꽃소금, L-글루탐산나트륨(향미증진제), 백후추분, 향미증진제, 영양강화제, 너트멕"""
"1461","395kcal","4060mg","분말/건조식품 > 카레","0mg","""1. Soft Curry harmonizing tropical spices, with Vermont‘s recipe using apples and honey.\n2. High technology particle powder is highly soluble and easy to prepare.\n3. HACCP accredited.""","12g","https://ottogi.co.kr/pds/product/2017-05-19_808148676[49].jpg","Total Content Per 100g","VERMONT CURRY (MEDIUM)","19g","0g","100g(Serves4)","8g","64g","6g","""WHEAT FLOUR(WHEAT:USA,AUSTRALIA),DEXTRIN,CURRY POWDER 10.5%[TURMERIC(INDIA),CORIANDER(MOROCCO),CUMIN,FENUGREEK,FENNEL],MIXED SOYBEAN OIL[PALM OLEIN(MALYASIA),PALM STEARIN(MALYASIA)],CORN POWDER,SALT,COMPOSITE BEEF EXTRACT POWDER,VEGETABLE CREAM,TOMATO POWDER,ONION SEASONED POWDER,MIXED FORMULATION(MODIFIED STARCH,SUGAR,DEXTRIN),HONEY POWDER,HYDROLIZED VEGETABLE PROTEIN,YEAST EXTRACT POWDER,RED PEPPER POWDER,SPICY SEASONING,SEASONING OIL,SUGAR,BLACK PEPPER POWDER,APPLE POWDER,GARLIC POWDER\n[CONTAINS BEEF,CHICKEN,WHEAT,TOMATO,MILK,SOYBEAN]\n- This product is produced by a manufacturing facilities producing products containing pork, squid, shrimp, and eggs."""
"1838","365kcal","920mg","냉장/냉동식품 > 냉동피자","40mg","매콤달콤한 불닭소스와 담백한 치킨이 어우러진 맛!숙성된 도우와 자연치즈가 잘 어우러진 떠먹는 피자!","14g","https://ottogi.co.kr/pds/product/2018-01-29_844858629[13].jpg","150g","떠먹는 컵피자 매운치킨","9g","0.5g","150g","18g","42g","6g","""피자크러스트(네덜란드산:밀가루, 식물성유지, 설탕, 효모, 정제소금), 피자치즈[모짜렐라치즈(외국산), 고다치즈(외국산), 분말셀룰로스], 그릴드치킨 12.9%[닭고기(국산) 96.18%, 치킨브레스트용시즈닝(닭:국산), 대두유, 비타민C], 불닭피자소스[기타과당, 설탕,토마토케첩, 양파, 고추장], 정제수, 페페로니D(돼지고기, 알콘-에스, 페파로니시즈닝-케이, 백후추가루, L-글루탐산나트륨), 양파, 피망, 옥수수, 블랙올리브"""
"395","570kcal","""1,250mg""","라면류 > 라면류","0mg","""'오뚜기 함흥비빔면'은 가늘고 탄력있는 얇은 면발과 매콤, 새콤, 달콤한 액상소스에 알싸하고 고소한 겨자맛 참기름이 어우러져 함흥냉면의 맛을 그대로 느낄 수 있는 제품입니다.""","27g","https://ottogi.co.kr/pds/product/2021-04-29_160265843[1].jpg","총 내용량 540g(135gx4개)","함흥비빔면","12g","0g","""540 g{135 g(570 kcal)x4},""","14g","68g","12g","""*면 : 소맥분(밀:미국산,호주산), 팜유(말레이시아산), 감자전분(외국산:덴마크,프랑스,독일 등), 변성전분, 글루텐, 정제소금, 유화유지, 면류첨가알칼리제(산도조절제), 구아검, 알긴산나트륨, 셀룰로오스검, 녹차풍미유 *스프류 :비빔냉면소스, 프락토올리고당, 매운양념장소스, 냉면양념장소스, 사과식초, 백설탕,참기름, 육수추출농축액, 정제수, 마늘, 포도당, 야채농축액, 복합지미분, 농축사과과즙, 고소한맛풍미유, 변성전분, 조미육수농축액, 정제소금, 쇠고기육수분말,칠리추출물, 식물성유지, 쇠고기향미분말, 산도조절제, 겨자향미유, 겨자맛페이스트,무절임후레이크, 건청경채, 조미편육후레이크, 건조무채[밀, 대두, 계란, 쇠고기, 돼지고기, 닭고기, 토마토 함유]"""
"543","360kcal","890mg","곡류가공식품 > 오뚜기밥","20mg","1.  영양이  풍부한 단호박과 고소한 크림이 잘 어우러져 웰빙 영양간식 및 한끼 식사용으로 좋습니다.2. 밥 용기에 소스만 부어서 전자레인지에 바로 데울 수 있으므로 매우 편리합니다.","10g","https://ottogi.co.kr/pds/product/pumpkincream_big.jpg","1회 제공량 300g 당 함량","맛있는 오뚜기 단호박크림 리조또","6g","<0.5g","300g","7g","60g","7g",""
"2505","390kcal","1150mg","즉석조리식품 > 떡류","20mg","'- 1년 내내 즐기는 영양 가득 떡국!- 전자레인지와 뜨거운 물만 있으면 OK!조리의 번거로움 없이 즐기는 떡국!- 밀가루 NO! 100% 쌀가루로 만든 떡국떡으로더 건강하고 전자레인지 조리만으로도 말랑 쫄깃!","4g","https://ottogi.co.kr/pds/product/2023-03-15_55220499[3].jpg","175.5","옛날 황태쌀떡국","2g","0g","175.5G","8g","80g","0.9g","""*떡 : 쌀가루99%(외국산), 정제소금, 주정*진한황태육수 : 황태우린육수[황태분해액(황태:러시아산),정제소금(국산)], 정제수, 다시마엑기스, L-글루탐산나트륨(향미증진제), 멸치엑기스에이, 멸치액젓, 북어진한육수분, 쌀가루, 설탕, 옥수수전분, 참기름, 마늘엑기스, 양파엑기스, 청양고추엑기스, 정제소금, 후추분, 향미증진제*북어계란블럭 : 계란(국산), 대파, 덱스트린, 북어, 맥아물엿, 변성전분, 전분혼합액, 건조링고추, 카로틴"""
"1255","185kcal","0.99mg","레토르트/간편식 > 3분","0.005mg","""OTTOGI RETORT BEEF JJAJANG is a harmony of direct-roasted black bean paste, and beef, providing a rich and deep taste.""","7g","https://ottogi.co.kr/pds/product/B11.jpg","Per Serving 200g","RETORT BEEF JJAJANG","9g","0g","200g(Serves1)","4g","26g","2.4g","""WATER,ONION PUREE(CHINA),BLACK BEAN PASTE[WHEAT FLOUR(WHEAT: USA,AUSTRALIA),SOYBEAN(IMPORTED),SALT,CARAMEL POWDER(NATURAL COLORANT),SPIRIT],POTATO(USA: POTATO,ACIDITY REGULATOR(POTASSIUM CARBONATE,SODIUM POLYPHOSPHATE)),BEEF 3%(NEW ZEALAND),MIXED FORMULATION(MODIFIED STARCH,SUGAR,DEXTRIN),CANOLA OIL,SUGAR,VEGETABLE FLAVORED OIL,ONION SEASONED POWDER,GARLIC,JJAJANG SEASONING POWDER(BLACK BEAN PASTE,CARAMEL,SALT),SPICES(RED PEPPER,GARLIC,ONION,GREEN ONION,GINGER),ROASTED ONION CHIP,BEEF STOCK,CALCIUM(EGG SHELL),CARAMEL POWDER \n[CONTAINS EGG,MILK,SOYBEAN,WHEAT,PORK,CHICKEN,BEEF]\n- This product is produced in manufacturing facilities producing products containing shrimp, tomato, walnut, squid, shellfish (including oyster, abalone, and mussel)."""
"2235","495kcal","970mg","냉장/냉동식품 > 냉동피자","45mg","""고소한 모짜렐라 치즈와 고기, 야채가 잘 조화된 먹음직스러운 콤비네이션 피자입니다.1. 20시간 이상 저온에서 숙성하여 최상의 볼륨감과 유연성을 갖춘""""숨쉬는 도우"""" 반죽    사이사이 맺힌 기공이 선사하는 쫄깃하고 담백한 맛2. 수분을 촉촉하게 품은 생 이스트로 반죽해 더욱 깊고 진한 풍미 3. 신선한 우유로 만든 자연치즈를 블랜딩하여 부드럽고 고소한 맛""","22g","https://ottogi.co.kr/pds/product/2021-04-19_457519337[1].PNG","1회 제공량 195g당","콤비네이션피자 UNO","8g","0.5미만g","195g","21g","53g","9g","""밀가루(밀:미국산, 캐나다산), 피자치즈[모짜렐라치즈(외국산), 고다치즈(외국산), 분말셀룰로스], 정제수, 피자소스[토마토페이스트(중국산), 기타과당, 설탕, 변성전분, 사과농축액(사과:국산)], 불고기탑핑, 스모크햄, 소시지,, 식물성유지, 사각페페로니, 냉동슈퍼스위트콘, 양파, 피망, 블랙올리브, 설탕, 탈지분유, 생효모, 정제소금"""
"1902","450kcal","""1,800mg""","라면류 > 쇠고기미역국라면","5mg","쇠고기양지와 사골을 우려낸 진한 육수에 쫄깃하고 부드러운 면발과남해안산 청정미역을 가득 넣은 쇠고기미역국 본연의 맛!간편하고 건강하게 라면으로 즐기는 쇠고기미역국 한그릇!","16g","https://ottogi.co.kr/pds/product/2020-08-24_345601011[34].png","115g","쇠고기미역국 라면","2g","0g","""115g, 460g(115gx4)""","11g","65g","8g","""*면: 소맥분(밀:호주산,미국산),변성전분,팜유(말레이시아산),쌀가루,글루텐,이스트엑기스,정제소금,난각분말,유화유지,면류첨가알칼리제(산도조절제),구아검,알긴산나트륨,셀룰로오스검,비타민B2,녹차풍미유*스프류: 양지풍미페이스트[양지풍미베이스{정제소금(국산),쇠고기농축액(쇠고기:호주산)},돈골추출농축액{돈골추출액(돈사골:국산)},식물성크림,정제소금,저감미당],미역국농축페이스트,덱스트린,정제수,올리고당,사골엑기스,진한감칠맛분,설탕,마늘,미역분말(미역:국산),쇠고기다시(쇠고기:호주산),쇠고기육수분말(쇠고기:호주산),정제소금,건미역(미역:국산),비프볼후레이크(쇠고기:호주산),볶은미역(미역:국산),조미쇠고기맛후레이크밀,대두,계란,우유,쇠고기,돼지고기,닭고기 함유* 면 중 쌀가루 10%(국산)* 스프류 중 쇠고기 3.8%(양지0.15%,생물기준), 미역 11.2%(건조물기준), 사골엑기스 4.3%"""
"2440","190kcal","300mg","레토르트/간편식 > 파우치죽","0mg","몸과 마음을 생각한 식재료로 한국형 채식을 만나다지속가능한 채식 일상을 선도하는 두수고방과 최고의 식품을 끊임없이 연구하는 오뚜기가 만나 건강하고 맛있는 한국형 채식을 여러분께 선보입니다.","8g","https://ottogi.co.kr/pds/product/2022-11-04_481081363[3].jpg","250g","두수고방 들깨버섯죽 250G","0g","0g","250G","6g","23g","0.7g","""정제수, 표고버섯(국산), 느타리버섯(국산), 새송이버섯(국산), 미니새송이버섯(국산), 찰보리, 멥쌀, 현미, 콩발효맛내기, 찹쌀, 들깨가루(중국산), 변성전분, 덱스트린, 들기름 대두, 밀 함유"""
"1497","55kcal","0mg","조미소스/식품 > 식초","0mg","""1. 100% fermented apple vinegar containing 360g of apply juice in per liter.\n2. The original apple juice adds a rich scent to vinegar.\n3. With triple the acidity of normal vinegar, you can have the same taste at 1/3 price.""","0g","https://ottogi.co.kr/pds/product/img311.jpg","Per 100ml","DOUBLE STRENGTH APPLE VINEGAR","3g","0g","""500ml, 900ml, 1.8L""","0g","4g","0g","""WATER,SPIRIT,APPLE EXTRACT 5.03%(CHINA:APPLE 100%,72Brix),FERMENTED NUTRIENT,APPLE ESSENCE(FLAVOR)"""
"54","380kcal","800mg","카테고리없음 > 카테고리없음","0mg","동결건조 김치가 들어있어 산뜻한 김치맛과 얼큰한 맛이 어울린 맛입니다.","g","https://ottogi.co.kr/pds/product/prod_img12_02_09.jpg","","김치면_1","3g","g","86g","6g","58g","7g",""
"1469","435kcal","2500mg","분말/건조식품 > 스프","25mg","""OTTOGI CREAM SOUP includes the taste of rich milk, providing great nutrients with great taste as a snack or a supplementary meal for elders, children or students.""","15g","https://ottogi.co.kr/pds/product/0528_aa41.jpg","Total Content 80g/300g/1kgPer 100g","CREAM SOUP","25g","0g","""80g(Serves4), 300g(Serves15-18), 1kg(Serves50-60)""","5g","70g","9g","""WHEAT FLOUR(WHEAT:USA/AUSTRALIA),MILK CREAM POWDER20%[MILK CREAM(ITALY),MILK SUGAR(USA),WHOLE MILK POWDER,DRIED WHEY,LECITHIN],CORN POWDER(CORN:IMPORTED(AUSTRALIA,BRAZIL,UKRAINE)],DEXTRIN,SALT,SUGAR,MIXED SOYBEAN OIL,MIXED SEASONING POWDER,WHEY,BLACK PEPPER POWDER"""
"1936","25kcal","0.025mg","냉장/냉동식품 > 디저트류","0mg","""스틱형 포장으로, 언제 어디서든 간편하게 즐길 수 있는 과즙 듬뿍 말캉한 젤리.높은 과즙 함량으로 풍부한 과일 맛과 향을 즐기세요!스틱 1포당 비타민 C 일일권장량의 50%가 함유되어 더욱 상큼하게 드실 수 있습니다.""","0g","https://ottogi.co.kr/pds/product/2018-12-19_193428515[9].jpg","","젤리틱 패션후루츠 젤리","6g","0g","30g*10","0g","6g","0g","""정제수,설탕,패션후루츠과즙10%(베트남산),포도당,카라기난,로커스트콩검,산도조절제,비타민C,합성향료(패션후루츠향),감미료(수크랄로스)"""
"2053","485kcal","1560mg","라면류 > 북엇국라면","15mg","북어에서 우러나오는 진한 풍미를 담은 시원칼칼하고 담백한 맛!소면처럼 부드럽고 찰진 식감의 면발은 북엇국물과 최고의 조합!","18g","https://ottogi.co.kr/pds/product/2021-04-20_671245306[1].jpg","","북엇국라면","4g","0g","""110g,440g(110g×4)""","12g","69g","9g","""*면:소맥분(밀:미국산,호주산),변성전분,팜유(말레이시아산),쌀가루(국산),글루텐,정제소금,야채풍미액,이스트엑기스,유화유지,면류첨가알칼리제(산도조절제),구아검,알긴산나트륨,셀룰로스검,비타민B₂,녹차풍미유*스프류:북어해장국분말(명태:러시아산),정제소금,포도당,혼합야채분,설탕,사골농축분말,참맛사골양념분말,유청혼합분말,식물성크림,감자전분,청양초양념분말,진한감칠맛분,조미고추맛분말,감칠맛베이스,고소한향미분말,우동풍미분,효모추출조미분말,후추분말,청양고추추출물분말,북어후레이크(명태:러시아산),건조무채,계란후레이크,건파,건조링고추후레이크-밀,대두,계란,우유,쇠고기,돼지고기,오징어,조개류(굴,홍합 포함) 함유-닭고기,메밀,토마토,새우,게,고등어,땅콩 혼입 가능"""
